,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
58,7.981,1.997,6.051,1.389,0.9,5.586,6.405,2.292,5.722,5.791,3.794,4.768,7.778,6.975,6.191,7.595,3.812,4.837,5.72,7.276,3.828,5.654,7.312,5.981,1.175,5.458,6.288,2.392,7.093,1.899,4.507,6.984,0.848,1.763,4.648,2.51,2.448,0.836,0.216,1.923,2.401,0.804,4.047,5.176,7.64,6.736,6.44,2.375,2.49,7.576,6.704,3.845,6.349,6.398,4.563,3.617,5.495,4.327,0,11.975,9.781,13.268,9.676,12.149,13.574,10.217,11.704,11.642,11.06,13.86,11.054,9.855,10.635,12.355,13.202,10.274,13.281,11.831,11.026,12.994,13.637,10.413,11.704,10.618,13.263,12.997,12.457,13.628,10.736,13.407,9.48,11.004,13.39,11.783,11.147,11.405,10.169,13.938,7.814,11.088,8.11,9.871,10.099,10.221,13.375,8.563,7.545,8.844,11.045,14.632,10.417,13.583,9.968,9.878,10.487,7.337,9.62,10.461,10.782,9.503,7.92,13.87,9.437,14.934,10.349,10.234,12.878,9.786,8.508,9.919,10.25,9.777,11.342,10.125,9.822,7.99,10.511,11.639,13.377,12.03,8.524,11.456,10.775,13.91,11.886,10.758,9.841,11.863,10.8,10.436,10.504,12.543,12.117,11.777,11.117,11.061,13.404,16.695,12.194,10.519,10.706,9.712,11.162,9.864,9.122,13.78,10.56,10.482,16.243,17.055,14.483,14.249,9.854,16.385,14.143,14.326,15.97,16.704,14.829,10.918,10.611,16.007,15.548,11.301,17.308,14.734,9.612,9.783,11.345,14.359,16.516,15.029,10.806,10.606,14.647,13.937,13.442,16.137,11.295,9.737,16.464,12.376,12.383,11.798,12.15,10.924,10.754,10.375,12.113,11.329,12.902,12.113,11.932,11.52,11.52,11.136,12.296,10.598,16.205,12.364,11.66,11.485,16.072,17.203,12.36,11.39,19.038,25.232,21.729,18.28,18.82,18.192,21.446,19.809,25.83,23.788,22.451,23.984,16.553,18.248,23.826,21.984,20.882,18.15,17.928,25.569,22.722,18.618,19.009,18.32,23.747,18.895,18.827,21.843,14.032,14.815,20.633,25.18,27.519,36.887,20.595,14.195,28.054,20.515,25.748,24.208,26.297,14.549,22.933,24.731,21.211,22.903,20.287,26.692,24.111,23.206,13.708,14.337,33.279,23.904,26.773,14.411,11.283,10.33,9.622,10.739,10.379,9.856,8.723,9.22,9.039,11.759,10.985,9.421,12.059,9.14,9.983,8.167,9.762,9.783,10.887
59,4.228,10.323,7.132,10.664,11.139,12.504,6.918,10.12,7.024,6.408,9.057,7.316,4.939,4.839,6.743,5.106,8.122,8.892,12.422,4.437,8.587,6.825,6.618,12.277,11.234,7.776,7.449,9.702,12.217,10.529,8.466,6.026,11.543,10.73,10.081,10.263,10.071,11.531,11.892,10.751,10.492,11.499,8.761,8.306,4.434,7.897,6.57,10.738,9.486,4.409,6.714,8.404,6.862,6.985,9.826,8.176,6.881,8.764,11.904,0,3.502,2.448,2.726,0.901,2.088,3.15,2.114,3.825,2.594,3.772,1.078,3.36,1.316,1.271,2.058,4.117,3.383,1.934,0.948,2.19,2.751,2.045,2.114,1.425,3.365,1.13,1.373,1.888,1.642,2.619,3.604,2.364,2.545,1.013,3.879,0.819,2.395,2.452,11.84,10.886,13.907,13.008,11.686,10.817,13.555,12.201,12.202,11.981,13.377,14.566,12.298,13.486,13.667,13.367,13.289,11.556,12.524,13.574,13.356,15.568,13.717,14.05,13.136,14.432,11.655,14.385,13.102,13.879,12.407,10.515,13.409,11.867,11.93,13.402,14.59,12.272,24.568,26.14,27.772,21.711,22.288,21.137,24.189,27.324,20.468,24.768,23.851,27.683,24.81,20.117,24.514,25.711,27.469,28.192,20.798,24.475,24.582,29.664,20.776,20.2,24.716,23.722,20.843,23.628,23.132,26.941,24.57,20.163,6.845,13.787,10.047,7.776,11.215,7.596,8.948,9.131,7.164,7.2,11.561,10.081,10.184,6.613,6.988,10.792,12.446,11.466,12.062,10.979,10.836,9.842,7.86,7.081,10.071,10.279,9.227,9.115,8.49,13.145,4.652,10.333,5.844,7.564,7.052,5.329,7.363,5.188,5.018,4.798,5.644,7.851,6.882,5.644,7.829,4.928,4.928,4.66,5.827,5.17,5.585,5.895,7.505,3.968,5.452,6.583,8.138,4.691,4.609,13.957,10.575,4.372,5.792,4.284,10.292,5.403,14.555,8.756,7.419,11.411,5.033,4.34,10.36,10.83,9.728,4.242,6.846,14.294,11.447,4.71,4.603,4.412,8.715,5.666,4.421,6.811,3.244,4.027,4.978,8.44,10.326,10.955,3.576,3.407,11.566,4.539,8.555,4.683,9.104,3.063,5.692,7.892,3.928,5.883,4.632,9.499,5.007,5.54,4.196,4.884,13.817,4.704,9.58,2.925,2.639,2.324,2.786,3.57,2.001,5.471,3.412,3.146,3.49,2.895,2.536,3.871,4.055,2.848,4.075,3.596,2.57,4.333,2.438
60,3.558,8.278,6.162,8.619,9.094,7.672,3.643,8.075,4.483,4.88,7.012,5.788,3.969,3.942,5.215,3.578,6.077,7.146,7.934,3.467,6.542,5.297,3.63,7.583,9.189,6.248,4.206,7.657,7.888,8.484,6.421,3.038,9.498,8.685,8.036,8.218,8.026,9.486,9.847,8.706,8.447,9.454,6.716,6.261,3.483,4.452,3.582,8.693,7.441,3.304,3.726,6.359,3.739,3.862,7.781,6.131,5.911,6.719,9.859,4.092,0,6.852,1.266,3.554,6.492,0.788,2.521,2.213,1.631,4.086,3.945,0.577,3.526,5.246,6.462,0.7,3.775,3.459,3.917,5.885,7.155,1.643,2.521,3.509,4.245,4.585,5.348,6.054,1.968,5.055,1.066,1.821,6.949,3.667,1.718,3.997,1.282,6.406,9.011,13.897,10.091,7.986,10.742,13.828,17.379,9.203,8.771,8.641,11.914,18.39,9.851,17.31,10.611,9.003,11.13,7.937,8.343,11.26,11.425,11.906,10.055,17.874,10.08,18.256,10.992,12.637,16.926,10.823,9.351,13.526,10.893,9.55,13.491,9.038,12.225,9.216,23.113,24.685,25.336,23.558,20.833,24.908,22.734,25.869,18.608,23.313,22.396,25.046,23.355,18.257,23.059,19.265,28.219,25.02,24.518,23.02,22.336,28.654,18.916,18.34,23.261,22.267,24.391,22.173,21.677,26.548,23.115,18.303,5.39,12.332,8.592,6.321,9.76,5.985,7.493,7.676,5.709,5.589,10.106,8.626,8.729,5.158,5.533,9.337,12.585,10.011,10.607,9.524,9.381,8.387,6.249,5.626,8.616,8.824,7.772,7.66,7.035,11.414,7.331,13.344,8.573,10.04,9.528,7.805,9.839,6.96,6.79,6.411,8.12,10.327,9.358,8.12,10.305,7.556,7.556,7.172,8.303,7.022,8.314,8.371,9.981,6.697,8.181,8.769,11.177,7.426,9.013,17.781,14.399,8.196,8.736,8.108,14.116,9.807,18.379,12.785,11.448,15.235,8.104,8.164,14.184,14.654,13.552,8.066,10.67,18.118,15.271,8.534,9.007,8.236,12.744,8.811,8.825,10.84,5.68,6.463,9.007,9.353,11.239,11.868,7.605,5.843,12.479,8.349,9.468,5.596,10.017,6.656,5.758,8.805,7.957,5.964,8.661,10.412,5.92,5.405,5.168,5.797,13.243,4.931,10.493,6.293,5.368,4.729,2.318,5.166,4.406,6.047,3.392,4.3,4.744,5.624,4.941,5.484,6.784,3.792,5.688,3.368,4.47,5.946,4.843
61,5.987,16.089,8.01,16.341,16.696,11.837,8.677,11.879,8.783,8.167,10.816,9.075,5.745,6.598,8.502,6.865,9.881,12.636,11.755,6.196,10.346,7.422,8.68,11.61,16.791,12.307,9.208,15.922,11.55,16.295,10.225,8.088,17.1,16.256,13.758,16.199,11.83,17.088,17.449,16.517,16.366,17.056,10.52,10.065,6.193,9.656,8.712,16.415,16.02,6.168,8.776,10.163,8.621,8.744,12.691,9.935,7.759,10.523,17.461,2.45,6.136,0,5.469,3.165,0.792,5.348,3.78,5.491,5.159,4.151,2.607,5.826,2.941,1.086,0.848,6.751,3.521,3.6,2.55,0.798,0.369,4.788,3.78,2.924,3.503,1.61,0.884,1.074,4.385,2.245,6.07,4.929,0.122,2.693,5.545,2.691,5.138,1.156,11.173,10.219,13.24,12.341,11.019,12.52,13.809,11.534,11.535,11.314,13.631,14.82,11.631,13.74,14.182,12.7,13.543,10.889,11.857,13.828,13.61,14.907,13.05,14.304,12.469,14.686,13.538,14.639,13.356,14.399,11.74,12.218,13.663,11.2,12.184,12.735,14.844,11.605,26.234,29.744,28.026,21.044,23.954,20.47,25.855,31.051,19.801,21.572,25.517,27.937,26.476,19.45,26.18,25.965,27.723,28.446,20.131,26.141,24.836,29.918,26.317,19.533,26.382,25.388,20.176,25.294,24.798,27.195,21.968,19.496,8.511,16.096,11.713,9.442,12.881,9.262,10.614,10.797,8.83,8.866,13.592,11.747,11.85,8.279,8.654,12.458,12.072,13.714,13.728,12.645,12.502,11.508,9.526,8.747,11.737,11.945,10.893,10.781,10.156,12.771,4.039,9.666,6.238,8.673,8.161,4.716,8.472,4.859,4.689,5.528,5.031,8.96,7.991,5.031,8.938,4.315,4.315,4.331,6.936,4.841,6.013,6.767,8.614,3.675,6.463,6.977,8.392,4.078,2.49,14.211,10.829,4.301,3.673,4.213,10.546,3.284,14.809,7.691,6.354,11.665,4.507,4.269,10.614,11.084,9.982,3.716,7.1,14.548,11.701,3.688,2.484,3.676,7.65,3.547,2.302,5.746,2.454,2.207,3.508,7.794,9.68,10.309,2.106,2.617,10.92,3.069,7.909,4.309,8.458,1.593,5.318,7.246,2.458,5.509,3.162,8.853,4.633,5.166,3.822,4.51,12.813,4.33,8.934,1.629,2.984,3.054,4.545,3.277,2.731,6.201,3.89,3.876,4.22,2.602,3.157,4.601,3.442,3.578,4.805,5.355,3.3,5.063,3.059
62,3.264,8.732,5.868,9.073,9.548,7.378,4.255,8.529,5.433,4.586,7.466,5.494,3.675,3.648,4.921,3.284,6.531,7.07,7.64,3.173,6.996,5.003,4.242,7.289,9.643,5.954,4.818,8.111,7.594,8.938,6.875,3.65,9.952,9.139,8.49,8.672,8.48,9.94,10.301,9.16,8.901,9.908,7.17,6.715,3.189,5.064,4.194,9.147,7.895,3.01,4.338,6.813,4.351,4.474,8.235,6.585,5.617,7.173,10.313,3.804,1.161,6.321,0,3.266,5.961,1.041,2.158,2.175,1.324,4.314,3.427,0.764,3.008,4.728,5.931,1.763,4.003,2.948,3.399,5.367,6.624,0.867,2.158,2.991,4.473,4.297,4.83,5.523,1.19,4.524,1.008,1.458,6.418,3.379,1.971,3.709,0.616,5.875,8.717,13.379,9.797,7.692,10.448,13.31,16.861,8.909,8.477,8.347,16.683,17.872,9.557,16.792,10.317,8.709,10.836,7.643,8.049,10.966,11.131,11.612,9.761,17.356,9.786,17.738,10.698,12.343,16.408,10.529,9.057,13.008,10.599,9.256,12.973,8.744,11.931,8.922,22.918,24.49,25.141,23.363,20.638,24.713,22.539,25.674,19.062,23.118,22.201,24.851,23.16,18.711,22.864,19.719,28.024,24.825,24.323,22.825,27.888,28.459,19.37,18.794,23.066,22.072,24.196,21.978,21.482,26.353,22.92,18.757,5.195,12.137,8.397,6.126,9.565,5.946,7.298,7.481,5.514,5.55,9.911,8.431,8.534,4.963,5.338,9.142,12.39,9.816,10.412,9.329,9.186,8.192,6.21,5.431,8.421,8.629,7.577,7.465,6.84,11.219,6.108,12.826,8.055,8.817,8.305,6.582,8.616,5.737,5.567,5.188,6.897,9.104,8.135,6.897,9.082,6.333,6.333,5.949,7.08,5.799,7.796,7.148,8.758,6.179,7.663,7.546,10.659,6.203,8.482,17.263,13.881,7.678,8.218,7.59,13.598,9.276,17.861,12.254,10.917,14.717,7.586,7.646,13.666,14.136,13.034,7.548,10.152,17.6,14.753,8.016,8.476,7.718,12.213,8.293,8.294,10.309,5.149,5.932,8.476,9.01,10.896,11.525,7.074,5.312,12.136,7.818,9.125,5.253,9.674,6.125,5.986,8.462,7.426,6.192,8.13,10.069,5.577,5.633,4.825,5.454,12.9,5.159,10.15,5.762,4.85,3.727,1.257,4.345,3.514,5.753,2.573,3.476,3.476,5.106,4.12,4.261,6.266,2.895,4.465,2.757,3.409,4.723,4.022
63,3.692,9.787,6.596,10.128,10.603,8.664,5.861,9.584,6.488,5.872,8.521,6.78,4.403,4.303,6.207,4.57,7.586,8.356,13.2,3.901,8.051,6.289,5.848,8.575,10.698,7.24,6.913,9.166,12.995,9.993,7.93,5.256,11.007,10.194,9.545,9.727,9.535,10.995,11.356,10.215,9.956,10.963,8.225,7.77,3.898,6.67,5.8,10.202,8.95,3.873,5.944,7.868,6.326,6.449,9.29,7.64,6.345,8.228,11.368,0.816,2.732,2.952,1.956,0,2.592,2.38,1.694,2.533,1.824,3.465,1.177,2.59,1.211,2.049,2.562,3.347,3.076,1.626,0.914,2.968,3.255,1.275,1.694,1.32,3.058,1.545,2.151,2.392,0.872,2.448,2.834,1.594,3.049,0.842,2.587,0.721,1.625,2.956,12.618,11.664,14.685,8.42,12.464,11.595,14.333,12.979,12.98,12.759,14.155,15.344,13.076,14.264,14.445,14.145,14.067,12.334,13.302,14.352,14.134,16.346,14.495,14.828,13.914,15.21,12.433,15.163,13.88,14.657,13.185,11.293,14.187,12.645,12.708,14.18,15.368,13.05,23.276,24.848,28.55,23.721,20.996,21.915,22.897,26.032,21.246,23.476,22.559,25.209,23.518,20.895,23.222,26.489,28.247,25.183,21.576,23.183,25.36,30.442,21.554,20.978,23.424,22.43,21.621,22.336,21.84,27.719,23.278,20.941,5.553,12.495,8.755,6.484,9.923,6.304,7.656,7.839,5.872,5.908,10.269,8.789,8.892,5.321,5.696,9.5,12.275,10.174,10.77,9.687,9.544,8.55,6.568,5.789,8.779,8.987,7.935,7.823,7.198,11.577,5.028,11.111,6.22,7.94,7.428,5.705,7.739,5.39,5.22,4.841,6.02,8.227,7.258,6.02,8.205,5.304,5.304,5.036,6.203,5.452,5.961,6.271,7.881,4.344,5.828,6.959,8.916,5.067,5.113,14.735,11.353,5.15,6.296,5.062,11.07,5.907,15.333,9.26,7.923,12.189,5.811,5.118,11.138,11.608,10.506,5.02,7.624,15.072,12.225,6.311,5.107,5.19,9.219,6.17,4.925,7.315,3.073,3.856,5.482,8.269,10.155,10.784,4.08,3.236,11.395,5.043,8.384,4.512,8.933,3.567,5.521,7.721,4.432,5.712,5.136,9.328,4.836,5.369,4.025,4.713,12.159,4.533,9.409,3.429,3.015,2.58,2.25,3.017,2.257,5.514,2.876,3.189,3.533,3.271,2.792,3.914,4.431,3.06,4.118,3.06,2.826,4.376,2.694
64,6.02,16.706,8.043,16.958,17.313,12.454,8.71,11.912,8.816,8.2,10.849,9.108,5.778,6.631,8.535,6.898,9.914,13.253,12.372,6.229,10.379,7.455,8.713,12.227,17.408,9.568,9.241,16.539,12.167,16.912,10.258,8.121,17.717,16.873,11.873,16.816,11.863,17.705,18.066,17.134,16.983,17.673,10.553,10.098,6.226,9.689,8.745,17.032,16.637,6.201,8.809,10.196,8.654,8.777,13.308,9.968,7.792,10.556,18.078,2.09,5.776,0.792,5.109,2.805,0,4.988,3.42,5.131,4.799,3.791,2.64,5.466,2.974,1.477,0.684,6.391,3.161,3.24,2.583,1.415,1.095,4.428,3.42,2.957,3.143,1.25,1.275,0.714,4.025,1.885,5.71,4.569,0.889,2.333,5.185,2.331,4.778,0.396,11.79,13.342,13.857,12.958,14.731,12.938,14.227,12.151,12.152,11.931,14.049,15.238,14.754,14.158,14.6,13.317,13.961,11.506,12.474,14.246,14.028,15.325,13.667,14.722,13.086,15.104,13.956,15.057,13.774,14.817,12.357,12.636,14.081,14.323,12.602,15.402,15.262,12.222,25.874,30.162,28.444,21.661,23.594,21.087,25.495,28.63,20.418,22.189,25.157,28.355,26.116,20.067,25.82,26.383,28.141,28.864,20.748,25.781,25.254,30.336,26.735,20.15,26.022,25.028,20.793,24.934,24.438,27.613,25.876,20.113,8.151,15.736,11.353,9.082,12.521,8.902,10.254,10.437,8.47,8.506,13.232,11.387,11.49,7.919,8.294,12.098,11.712,13.354,13.368,12.285,12.142,11.148,9.166,8.387,11.377,11.585,10.533,10.421,9.796,12.411,4.656,10.283,6.656,9.091,8.579,5.333,8.89,5.476,5.306,5.561,5.648,9.378,8.409,5.648,9.356,4.932,4.932,4.948,7.354,5.458,6.431,7.185,9.032,4.292,6.881,7.395,8.81,4.695,2.953,14.629,11.247,4.719,4.136,4.631,10.964,3.747,15.227,7.1,5.763,12.083,5.367,4.687,11.032,11.502,10.4,4.576,7.518,14.966,12.119,4.151,2.947,4.139,7.059,4.01,2.765,5.155,1.366,1.898,3.322,7.49,9.376,10.005,1.92,1.529,10.616,2.883,7.605,3.293,8.154,1.232,4.958,6.942,2.272,5.149,2.976,8.549,4.273,4.806,3.462,3.434,12.161,3.97,8.63,0.869,2.707,3.087,4.578,3.894,2.764,6.234,3.923,3.909,4.253,3.219,3.45,4.634,4.059,3.611,4.838,5.388,3.333,5.096,3.352
65,4.037,8.757,6.641,9.098,9.573,8.151,4.28,8.554,5.458,5.359,7.491,6.267,4.448,4.421,5.694,4.057,6.556,7.625,8.413,3.946,7.021,5.776,4.267,8.062,9.668,6.727,4.843,8.136,8.367,8.963,6.9,3.675,9.977,9.164,8.515,8.697,8.505,9.965,10.326,9.185,8.926,9.933,7.195,6.74,3.962,5.089,4.219,9.172,7.92,3.783,4.363,6.838,4.376,4.499,8.26,6.61,6.39,7.198,10.338,3.304,0.788,6.064,0.846,2.766,5.704,0,1.733,1.425,0.843,3.298,3.157,0.789,2.738,4.458,5.674,1.403,2.987,2.671,3.129,5.097,6.367,1.36,1.733,2.721,3.457,3.797,4.56,5.266,1.18,4.267,1.033,1.033,6.161,2.879,0.93,3.209,1.059,5.618,9.49,13.109,10.57,8.465,11.221,13.04,16.591,9.682,9.25,9.12,16.413,17.602,10.33,16.522,11.09,9.482,11.609,8.416,8.822,11.739,11.904,12.385,10.534,17.086,10.559,17.468,11.471,13.116,16.138,11.302,9.83,12.738,11.372,10.029,12.703,9.517,12.704,9.695,22.325,23.897,24.548,22.77,20.045,24.12,21.946,25.081,25.526,22.525,21.608,24.258,22.567,24.076,22.271,26.183,27.431,24.232,23.73,22.232,27.618,27.866,25.834,24.159,22.473,21.479,23.603,21.385,20.889,25.76,22.327,24.122,4.602,11.544,7.804,5.533,8.972,5.197,6.705,6.888,4.921,4.801,9.318,7.838,7.941,4.37,4.745,8.549,11.797,9.223,9.819,8.736,8.593,7.599,5.461,4.838,7.828,8.036,6.984,6.872,6.247,10.626,6.593,12.556,7.785,9.505,8.993,7.27,9.304,6.704,6.534,6.155,7.585,9.792,8.823,7.585,9.77,6.869,6.869,6.601,7.768,6.766,7.526,7.836,9.446,5.909,7.393,8.524,10.389,6.632,8.225,16.993,13.611,7.408,7.948,7.32,13.328,9.019,17.591,11.997,10.66,14.447,7.316,7.376,13.396,13.866,12.764,7.278,9.882,17.33,14.483,7.746,8.219,7.448,11.956,8.023,8.037,10.052,4.892,5.675,8.219,8.565,10.451,11.08,6.817,5.055,11.691,7.561,8.68,4.808,9.229,5.868,4.97,8.017,7.169,5.176,7.873,9.624,5.132,4.617,4.38,5.009,12.455,4.143,9.705,5.505,4.58,3.941,2.285,4.378,3.618,6.526,3.151,4.443,4.443,4.836,4.153,5.228,5.996,3.551,5.432,3.127,4.187,5.69,4.055
66,3.999,10.014,6.903,18.712,19.187,8.971,5.537,9.811,6.715,6.179,8.748,7.087,4.71,4.61,6.514,4.877,7.813,8.882,9.233,4.208,8.278,6.596,5.524,8.882,19.282,7.547,6.1,9.393,9.187,10.22,8.157,4.932,19.591,10.421,9.772,9.954,9.762,19.579,19.94,10.442,10.183,19.547,8.452,7.997,4.205,6.346,5.476,18.786,9.177,4.18,5.62,8.095,5.633,5.756,9.517,7.867,6.652,8.455,19.952,2.343,2.356,4.331,2.48,1.805,3.971,1.568,0,1.711,1.628,2.592,2.671,2.046,2.252,3.972,3.941,2.971,2.281,0.938,2.643,4.954,4.634,1.725,0.248,2.235,2.162,2.441,4.814,3.533,1.171,2.534,2.29,1.398,4.428,1.321,1.765,1.993,2.149,3.885,13.577,12.623,15.644,8.727,13.423,12.554,16.105,13.938,13.939,13.718,15.927,17.116,14.035,16.036,15.404,9.744,15.839,13.293,9.084,16.124,15.906,17.305,15.454,16.6,14.873,16.982,13.392,16.935,15.652,15.616,14.144,12.252,15.959,13.604,12.217,9.779,17.14,14.009,22.454,24.026,24.677,22.899,20.174,24.249,22.075,25.21,22.205,22.654,21.737,24.387,22.696,24.205,22.4,28.261,27.56,24.361,23.859,22.361,27.132,27.995,22.513,24.288,22.602,21.608,23.732,21.514,21.018,25.889,22.456,24.251,4.731,11.673,7.933,5.662,9.101,5.482,6.834,7.017,5.05,5.086,9.447,7.967,8.07,4.499,4.874,8.678,11.926,9.352,9.948,8.865,8.722,7.728,5.746,4.967,7.957,8.165,7.113,7.001,6.376,10.755,6.107,12.07,7.299,9.019,8.507,6.784,8.818,6.265,6.095,5.716,7.099,9.306,8.337,7.099,9.284,6.383,6.383,6.115,7.282,6.327,7.04,7.35,8.96,5.423,6.907,8.038,9.903,6.146,6.492,16.507,13.125,6.922,7.675,6.834,12.842,7.286,17.105,10.264,8.927,13.961,6.83,6.89,12.91,13.38,12.278,6.792,9.396,16.844,13.997,7.69,6.486,6.962,10.223,7.549,6.304,8.319,3.159,3.942,6.486,6.832,8.718,9.347,5.084,3.322,9.958,5.828,6.947,3.075,7.496,4.135,3.97,6.284,5.436,4.161,6.14,7.891,3.399,3.818,2.647,3.276,10.722,3.09,7.972,3.772,4.094,3.455,2.436,3.892,3.132,5.691,3.183,4.064,4.408,4.35,3.667,4.789,5.51,3.935,4.993,3.367,3.701,5.251,3.569
67,5.392,10.112,7.996,18.622,19.097,9.506,5.635,17.713,6.813,6.714,8.846,7.622,5.803,5.776,7.049,5.412,7.911,8.98,9.768,5.301,8.376,7.131,5.622,9.417,19.192,8.082,6.198,9.491,9.722,10.318,8.255,5.03,19.501,19.131,9.87,10.052,17.603,19.489,19.85,19.291,10.281,19.457,8.55,8.095,5.317,6.444,5.574,18.696,9.275,5.138,5.718,8.193,5.731,5.854,9.615,7.965,7.745,8.553,19.862,3.535,2.143,5.523,2.201,2.997,5.163,1.355,1.192,0,1.658,2.889,4.065,2.144,3.646,5.366,5.133,2.089,2.578,2.13,4.037,6.146,5.826,2.175,1.192,3.629,3.048,3.633,5.468,4.725,1.995,3.726,2.388,1.848,5.62,2.513,0.607,3.185,1.874,5.077,10.845,14.017,11.925,9.82,12.576,13.948,17.499,11.037,10.605,10.475,17.321,18.51,11.685,17.43,12.445,10.837,12.964,9.771,10.177,17.518,17.3,13.74,11.889,17.994,11.914,18.376,14.786,18.329,17.046,12.657,11.185,13.646,12.727,11.384,13.611,10.872,14.059,11.05,22.364,23.936,24.587,22.809,20.084,24.159,21.985,25.12,25.565,22.564,21.647,24.297,22.606,24.115,22.31,26.222,27.47,24.271,23.769,22.271,28.366,27.905,25.873,24.198,22.512,21.518,23.642,21.424,20.928,25.799,22.366,24.161,4.355,11.583,7.843,5.572,9.011,4.295,6.744,6.927,4.96,3.899,9.357,7.877,7.98,4.409,4.784,8.588,11.836,9.262,9.858,8.775,8.632,7.638,4.559,4.877,7.867,8.075,7.023,6.911,6.286,10.665,7.501,13.464,8.693,10.413,9.901,8.178,10.212,7.659,7.489,7.11,8.493,10.7,9.731,8.493,10.678,7.777,7.777,7.509,8.676,7.721,8.434,8.744,10.354,6.817,8.301,9.432,11.297,7.54,7.684,17.901,14.519,8.316,8.867,8.228,14.236,8.478,18.499,11.456,10.119,15.355,8.224,8.284,14.304,14.774,13.672,8.186,10.79,18.238,15.391,8.882,7.678,8.356,11.415,8.741,7.496,9.511,4.351,5.134,7.678,8.007,9.893,10.522,6.276,4.514,11.133,7.02,8.122,4.486,8.671,5.327,4.561,7.459,6.628,4.767,7.332,9.066,4.81,4.208,4.05,4.687,12.016,3.734,9.147,4.964,5.488,4.849,3.432,5.286,4.526,7.881,4.394,5.458,5.297,5.744,5.061,6.183,6.904,4.716,6.387,4.482,5.095,6.645,4.963
68,3.62,9.539,6.82,9.88,10.355,8.416,5.245,9.336,6.24,5.624,8.273,6.532,4.627,4.262,5.959,4.322,7.338,8.108,8.678,4.125,7.803,6.041,5.232,8.327,10.45,6.992,5.808,8.918,8.632,9.745,7.682,4.64,10.759,9.946,9.297,9.479,9.287,10.747,11.108,9.967,9.708,10.715,7.977,7.522,4.141,6.054,5.184,9.954,8.702,3.962,5.328,7.62,5.341,5.464,9.042,7.392,6.569,7.98,11.12,2.529,1.992,5.289,1.34,1.991,4.929,1.201,0.958,1.563,0,3.114,2.382,1.603,1.963,3.683,4.899,2.607,2.803,1.896,2.354,4.322,5.592,0.585,0.958,1.946,3.273,3.022,3.785,4.491,0.405,3.492,1.847,0.258,5.386,2.104,1.264,2.434,1.009,4.843,9.755,12.334,10.835,8.644,13.134,12.265,15.816,13.649,9.515,13.429,15.638,16.827,13.746,15.747,11.355,9.661,15.55,8.681,9.001,15.835,15.617,12.65,10.799,16.311,10.824,16.693,13.103,16.646,15.363,11.567,10.095,11.963,15.67,10.208,11.928,9.696,12.969,9.96,22.306,23.878,24.529,22.751,20.026,24.101,21.927,25.062,21.916,22.506,21.589,24.239,22.548,24.057,22.252,27.972,27.412,24.213,23.711,22.213,26.843,27.847,22.224,24.14,22.454,21.46,23.584,21.366,20.87,25.741,22.308,24.103,4.583,11.525,7.785,5.514,8.953,5.334,6.686,6.869,4.902,4.938,9.299,7.819,7.922,4.351,4.726,8.53,11.778,9.204,9.8,8.717,8.574,7.58,5.598,4.819,7.809,8.017,6.965,6.853,6.228,10.607,5.818,11.781,7.01,8.73,8.218,6.495,8.529,5.976,5.806,5.427,6.81,9.017,8.048,6.81,8.995,6.094,6.094,5.826,6.993,6.038,6.751,7.061,8.671,5.134,6.618,7.749,9.614,5.857,7.45,16.218,12.836,6.633,7.173,6.545,12.553,8.244,16.816,11.222,9.885,13.672,6.541,6.601,12.621,13.091,11.989,6.503,9.107,16.555,13.708,6.971,7.444,6.673,11.181,7.248,7.262,9.277,4.117,4.9,7.444,7.79,9.676,10.305,6.042,4.28,10.916,6.786,7.905,4.033,8.454,5.093,4.786,7.242,6.394,4.992,7.098,8.849,4.357,4.433,3.605,4.234,11.68,3.959,8.93,4.73,3.805,3.166,1.842,3.603,2.843,5.312,2.804,3.775,3.707,4.061,3.378,4.5,5.221,3.126,4.704,2.988,3.412,4.962,3.28
