,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
159,16.236,10.751,11.375,11.003,10.374,9.311,14.66,11.223,13.977,11.804,11.986,10.793,13.292,15.23,12.037,15.85,12.004,9.623,8.823,15.531,12.083,11.662,15.567,9.084,10.649,10.326,14.543,10.584,9.024,10.957,13.984,15.239,9.928,10.918,9.34,10.861,11.637,9.953,10.331,11.179,11.028,9.974,12.239,10.809,15.895,14.991,14.695,11.077,10.682,15.831,14.959,12.1,14.604,14.653,8.928,11.872,11.158,14.051,10.568,20.368,18.036,19.153,17.931,21.231,19.616,18.472,22.604,24.928,24.817,22.975,20.563,18.11,21.027,19.171,19.868,18.529,22.345,22.424,20.506,18.553,18.747,18.668,22.604,21.01,22.327,20.434,18.929,19.898,25.154,21.069,17.735,24.537,19.115,21.176,24.982,21.174,18.424,19.98,8.299,17.435,8.595,10.356,10.584,18.585,18.121,9.048,8.03,9.329,11.526,17.535,10.902,18.052,10.453,10.363,11.897,8.845,10.105,10.942,11.685,9.984,8.405,18.616,9.922,17.837,10.834,10.715,17.668,11.258,8.993,18.283,11.546,10.262,18.249,10.61,10.303,8.475,4.7,3.5,5.505,2.623,5.287,1.688,5.411,8.53,2.267,3.151,4.426,3.724,4.201,1.029,3.905,2.924,2.367,3.638,1.71,6.768,3.785,6.753,2.575,0,4.107,3.972,1.755,4.637,5.008,4.03,3.547,0.089,21.703,22.515,19.943,19.709,16.722,21.845,19.603,19.786,21.43,22.164,20.289,16.806,17.628,21.467,21.008,18.318,22.768,20.194,16.12,15.854,18.362,17.786,21.976,20.489,17.823,17.623,20.107,19.397,18.902,21.597,16.712,20.043,16.954,21.201,20.553,17.343,20.157,18.332,18.162,18.539,17.658,20.154,21.727,17.658,20.757,16.448,16.448,17.695,17.841,18.052,16.695,17.693,20.485,17.631,16.562,17.693,20.367,17.226,19.528,29.258,25.755,18.77,19.31,18.682,25.472,20.299,29.856,24.278,22.941,28.01,17.043,18.738,27.852,26.01,24.908,18.64,24.9,29.595,26.748,19.108,19.499,18.81,24.237,19.385,19.317,22.333,21.278,22.443,21.123,26.96,28.846,29.475,21.085,21.441,30.086,21.005,27.075,25.193,27.624,21.834,28.393,26.412,21.701,28.363,20.777,28.019,24.975,28.666,22.646,25.606,29.261,25.597,28.1,20.453,17.858,18.745,17.877,18.014,18.947,14.627,16.978,14.851,14.67,17.358,18.232,14.723,17.321,15.034,19.07,16.422,15.393,18.673,18.79
160,17.147,12.486,15.412,11.413,10.924,13.348,15.571,11.773,14.888,15.547,16.023,14.83,16.944,16.141,15.357,16.761,13.862,13.66,12.86,16.442,12.98,15.41,16.478,13.121,11.199,14.363,15.454,14.621,13.061,12.388,13.659,22.224,10.478,12.252,13.377,14.898,11.929,10.503,10.881,12.412,12.89,10.524,14.501,14.679,16.806,15.902,15.606,11.431,14.719,16.742,15.87,12.997,15.515,15.564,12.965,12.769,15.195,13.479,11.118,24.544,22.853,23.19,22.837,24.006,26.323,22.065,22.352,22.172,22.061,23.989,24.375,22.543,23.956,25.676,26.293,23.468,23.678,23.29,24.347,22.59,22.784,22.578,22.352,23.939,24.148,24.793,22.966,25.885,22.398,24.886,22.787,21.781,23.152,23.673,22.226,24.345,22.286,26.237,12.336,19.367,12.632,14.393,14.621,20.517,20.053,13.085,12.067,13.366,19.822,19.467,14.939,19.984,14.49,14.4,19.879,12.882,14.142,14.979,19.801,14.021,12.442,20.548,13.959,19.769,19.874,14.752,19.6,15.295,13.03,20.215,15.583,14.299,20.181,14.647,14.34,12.512,1.95,2.434,3.673,1.67,2.531,3.02,2.661,6.582,6.223,1.425,1.67,2.658,0.212,3.95,0.508,5.555,4.081,2.572,2.63,4.012,5.537,6.017,6.531,4.365,0,1.216,2.503,1.881,2.252,4.205,1.227,4.328,18.947,19.759,17.187,16.953,13.966,19.089,16.847,17.03,18.674,19.408,17.533,14.05,14.872,18.711,18.252,15.562,20.012,17.438,13.364,13.098,15.606,15.03,19.22,17.733,15.067,14.867,17.351,16.641,16.146,18.841,20.749,21.975,20.991,23.133,22.485,21.38,22.089,22.369,22.199,22.576,21.695,22.086,23.659,21.695,22.689,20.485,20.485,21.732,21.878,22.089,20.732,21.73,22.417,28.055,20.599,23.544,22.299,21.263,31.579,31.19,27.687,27.833,28.739,27.983,27.404,31.391,31.788,33.411,33.276,29.942,27.354,28.039,29.784,27.942,26.84,27.386,26.832,31.527,28.68,28.63,31.182,28.332,33.37,28.907,23.354,32.668,25.511,28.991,32.432,27.884,30.223,39.637,30.724,28.447,30.758,32.314,28.452,26.912,29.001,31.473,25.637,27.435,31.05,25.607,32.086,29.396,26.815,25.91,27.5,27.325,36.029,26.608,29.477,26.124,28.282,25.159,23.835,28.438,24.836,19.022,17.889,18.386,18.205,27.782,25.371,18.587,27.745,18.388,19.149,17.333,25.405,22.71,25.273
161,16.165,11.504,15.313,10.431,9.942,13.249,14.589,10.791,13.906,14.565,12.836,14.284,15.962,15.159,14.375,15.779,12.88,13.561,12.761,15.46,11.998,14.428,15.496,13.022,10.217,14.264,14.472,11.434,12.962,11.406,12.677,21.242,9.496,11.27,13.278,12.017,10.947,9.521,9.899,11.43,11.908,9.542,13.519,13.697,15.824,14.92,14.624,10.449,11.532,15.76,14.888,12.015,14.533,14.582,12.866,11.787,15.096,12.497,10.136,23.562,21.871,25.701,21.855,23.024,25.341,21.083,21.37,21.19,21.079,23.007,23.393,21.561,22.974,24.694,25.311,22.486,22.696,22.308,23.365,22.491,26.004,21.596,21.37,22.957,23.166,23.811,24.796,24.903,21.416,23.904,21.805,20.799,25.798,22.691,21.244,23.363,21.304,25.255,12.237,20.538,12.533,14.294,14.522,21.688,21.224,12.986,11.968,13.267,20.993,20.638,14.84,21.155,14.391,14.301,21.05,12.783,14.043,21.19,20.972,13.922,12.343,21.719,13.86,20.94,21.045,14.653,20.771,15.196,12.931,21.386,21.17,14.2,21.352,14.548,14.241,12.413,1.237,1.988,3.227,1.736,1.545,2.536,1.948,5.869,6.124,0.941,0.682,2.212,1.568,3.851,1.272,5.071,3.597,2.126,2.531,3.026,5.053,5.571,5.423,4.266,1.474,0,2.404,0.895,1.27,3.759,0.868,4.229,17.965,18.777,16.205,15.971,12.984,18.107,15.865,16.048,17.692,18.426,16.551,13.068,13.89,17.729,17.27,14.58,19.03,16.456,12.382,12.116,14.624,14.048,18.238,16.751,14.085,13.885,16.369,15.659,15.164,17.859,29.513,23.146,29.403,24.304,23.656,30.409,23.26,31.398,31.228,31.605,30.724,23.257,24.83,30.724,23.86,30.158,30.158,30.761,28.564,31.118,29.178,28.53,23.588,29.226,29.628,24.715,23.47,30.292,30.597,32.361,28.858,29.004,29.91,29.154,28.575,30.409,32.959,32.429,32.294,31.113,28.525,29.21,30.955,29.113,28.011,28.557,28.003,32.698,29.851,29.801,30.2,29.503,32.388,30.078,30.443,31.686,24.529,28.009,31.45,26.902,29.241,38.655,29.742,27.465,29.776,31.332,27.47,25.93,28.019,30.491,24.655,26.453,30.068,24.625,31.104,28.414,25.833,24.928,26.518,26.343,35.047,25.626,28.495,25.142,29.453,24.177,22.853,29.609,23.854,18.04,16.907,17.404,17.223,28.953,24.389,17.605,28.916,17.324,18.167,16.351,24.423,17.967,24.291
162,17.892,12.407,13.031,12.659,11.727,10.967,16.316,12.576,15.633,13.46,13.642,12.449,14.948,16.886,13.693,17.506,13.66,11.279,10.479,17.187,13.739,13.318,17.223,10.74,12.002,11.982,16.199,12.24,10.68,12.613,15.64,16.895,11.281,12.574,10.996,12.517,13.293,11.306,11.684,12.835,12.684,11.327,13.895,12.465,17.551,16.647,16.351,12.733,12.338,17.487,16.615,13.756,16.26,16.309,10.584,13.528,12.814,15.707,11.921,22.024,23.976,20.809,23.96,25.129,21.272,23.188,23.475,23.295,23.184,25.112,22.219,23.666,22.683,20.827,21.524,24.591,24.801,24.413,22.162,20.209,20.403,23.701,23.475,22.666,25.271,22.09,20.585,21.554,23.521,22.725,23.91,22.904,20.771,24.796,23.349,22.83,23.409,21.636,9.955,18.004,10.251,12.012,12.24,19.154,18.69,10.704,9.686,10.985,13.182,18.104,12.558,18.621,12.109,12.019,13.553,10.501,11.761,12.598,13.341,11.64,10.061,19.185,11.578,18.406,12.49,12.371,18.237,12.914,10.649,18.852,13.202,11.918,18.818,12.266,11.959,10.131,3.067,2.101,3.34,0.99,3.654,0.756,3.778,6.57,3.842,1.702,2.793,2.325,2.568,1.569,2.272,3.391,1.917,2.239,0.249,5.135,3.373,5.684,4.15,1.984,2.474,2.339,0,3.004,3.375,3.58,1.914,1.947,20.07,20.882,18.31,18.076,15.089,20.212,17.97,18.153,19.797,20.531,18.656,15.173,15.995,19.834,19.375,16.685,21.135,18.561,14.487,14.221,16.729,16.153,20.343,18.856,16.19,15.99,18.474,17.764,17.269,19.964,18.368,20.612,18.61,21.77,21.122,18.999,20.726,19.988,19.818,20.195,19.314,20.723,22.296,19.314,21.326,18.096,18.096,19.351,19.497,19.708,18.351,19.349,21.054,26.692,18.218,22.181,20.936,18.882,21.184,29.827,26.324,20.426,20.966,20.338,26.041,21.955,30.425,25.934,24.597,28.579,18.699,20.394,28.421,26.579,25.477,26.023,25.469,30.164,27.317,20.764,21.155,20.466,25.893,21.041,20.973,23.989,22.934,24.099,22.779,29.007,31.346,40.76,22.741,23.097,31.881,22.661,29.575,28.035,30.124,23.49,26.76,28.558,23.357,26.73,22.433,30.519,27.938,27.033,28.623,28.448,37.152,27.731,30.6,22.109,26.919,27.806,19.533,27.075,28.008,16.283,18.634,16.507,16.326,26.419,27.293,16.379,26.382,16.69,20.726,18.078,17.049,20.329,27.851
163,16.409,11.748,16.687,10.675,10.186,15.147,14.833,11.035,14.15,14.809,13.08,14.528,16.206,15.403,14.619,16.023,13.124,15.567,15.788,15.704,19.589,14.672,21.337,15.392,10.461,15.819,14.716,11.678,15.699,11.65,12.921,20.745,9.74,11.514,14.399,12.261,11.191,9.765,10.143,11.674,12.152,9.786,13.763,13.941,16.068,15.164,14.868,10.693,11.776,16.004,15.132,12.259,14.777,14.826,13.849,12.031,15.19,12.741,10.38,23.065,21.374,25.204,21.358,22.527,24.844,20.586,20.873,20.693,20.582,22.51,22.896,21.064,22.477,24.197,24.814,21.989,22.199,21.811,22.868,24.836,25.507,21.099,20.873,22.46,22.669,23.314,24.299,24.406,20.919,23.407,21.308,20.302,25.301,22.194,20.747,22.866,20.807,24.758,13.274,20.442,13.57,18.323,21.724,21.592,21.128,14.023,13.005,17.296,20.897,20.542,22.242,21.059,21.593,22.632,20.954,16.607,17.839,21.094,20.876,19.637,13.38,21.623,14.897,20.844,20.949,21.905,20.675,21.81,13.968,21.29,21.074,21.971,21.256,22.395,19.956,13.45,1.933,3.759,4.051,2.608,1.132,4.647,1.808,5.514,7.161,2.363,1.028,3.926,2.405,4.888,2.109,7.848,6.934,3.84,3.568,2.221,7.83,7.14,8.2,5.303,2.311,1.317,3.441,0,1.487,5.263,2.165,5.266,17.468,18.28,15.708,15.474,12.487,17.61,15.368,15.551,17.195,17.929,16.054,12.571,13.393,17.232,16.773,14.083,18.533,15.959,11.885,11.619,14.127,13.551,17.741,16.254,13.588,13.388,15.872,15.162,14.667,17.362,29.417,23.05,29.307,24.208,23.56,30.313,23.164,31.302,31.132,18.803,30.628,23.161,24.734,30.628,23.764,30.062,30.062,30.665,28.468,31.022,29.082,28.434,23.492,29.13,29.532,24.619,23.374,30.196,30.1,32.265,28.762,28.908,29.814,29.058,28.479,29.912,32.863,31.932,31.797,31.017,28.429,29.114,30.859,29.017,27.915,28.461,27.907,32.602,29.755,29.705,29.703,29.407,31.891,29.982,29.946,31.189,24.032,27.512,30.953,26.405,28.744,38.158,29.245,26.968,29.279,30.835,26.973,25.433,27.522,29.994,24.158,25.956,29.571,24.128,30.607,27.917,25.336,24.431,26.021,25.846,34.55,25.129,27.998,24.645,29.357,23.68,22.356,29.513,23.357,18.284,17.151,17.648,17.467,28.857,23.892,17.849,28.82,17.65,18.411,16.595,23.926,18.211,23.794
164,15.433,10.772,15.711,9.699,9.21,14.171,13.857,10.059,13.174,13.833,12.104,13.552,15.23,14.427,13.643,15.047,12.148,14.591,14.812,14.728,11.266,13.696,14.764,14.416,9.485,14.843,13.74,10.702,14.723,10.674,11.945,20.51,8.764,10.538,13.423,11.285,10.215,8.789,9.167,10.698,11.176,8.81,12.787,12.965,15.092,14.188,13.892,9.717,10.8,15.028,14.156,11.283,13.801,13.85,12.873,11.055,14.214,11.765,9.404,22.83,21.139,24.969,21.123,22.292,24.609,20.351,20.638,20.458,20.347,22.275,22.661,20.829,22.242,23.962,24.579,21.754,21.964,21.576,22.633,24.601,25.272,20.864,20.638,22.225,22.434,23.079,24.064,24.171,20.684,23.172,21.073,20.067,25.066,21.959,20.512,22.631,20.572,24.523,15.944,21.499,14.117,17.347,22.781,22.649,22.185,16.136,15.704,16.32,21.954,21.599,17.993,22.116,22.65,17.454,22.011,15.631,16.863,22.151,21.933,15.506,13.927,22.68,17.013,21.901,22.006,22.962,21.732,16.78,16.284,22.347,22.131,17.353,22.313,17.701,15.825,16.149,2.99,3.791,5.108,3.155,1.101,4.505,2.865,6.65,7.708,2.91,1.993,4.015,2.952,5.435,2.656,7.04,5.566,3.929,4.115,3.801,7.022,8.197,8.016,5.85,2.858,1.864,3.988,1.999,0,6.32,2.712,5.813,17.233,18.045,15.473,15.239,12.252,17.375,15.133,15.316,16.96,17.694,15.819,12.336,13.158,16.997,16.538,13.848,18.298,15.724,11.65,11.384,13.892,13.316,17.506,16.019,13.353,13.153,15.637,14.927,14.432,17.127,30.474,24.107,30.364,25.265,24.617,31.37,24.221,18.376,18.206,17.827,31.685,24.218,25.791,31.685,24.821,31.119,31.119,31.722,29.525,18.05,30.139,29.491,24.549,30.187,30.589,25.676,24.431,31.253,29.865,33.322,29.819,29.965,31.701,30.115,29.536,29.677,33.92,31.697,31.562,32.074,29.486,30.171,31.916,30.074,28.972,29.518,28.964,33.659,30.812,30.762,29.468,30.464,31.656,31.575,29.711,30.954,23.797,27.277,30.718,26.17,28.509,37.923,29.01,26.733,29.044,30.6,26.738,25.198,27.287,29.759,23.923,25.721,29.336,23.893,30.372,27.682,25.101,24.196,25.786,25.611,34.315,24.894,27.763,24.41,24.084,23.445,22.121,23.882,23.122,17.308,16.175,16.672,16.491,24.34,23.657,16.873,29.877,16.674,17.435,15.619,23.691,17.235,23.559
165,24.826,16.504,22.425,16.756,17.111,19.394,20.413,14.883,19.73,22.515,17.739,22.151,24.003,23.733,22.748,24.13,17.757,21.902,14.576,24.121,17.836,22.373,21.32,19.167,17.206,21.037,20.296,16.337,19.107,16.71,19.737,20.992,13.588,16.671,15.294,16.614,17.39,13.613,13.991,16.932,16.781,13.634,17.992,22.382,24.215,20.744,20.448,16.83,16.435,24.421,20.712,17.853,20.357,20.406,14.882,17.625,21.869,19.804,14.228,27.189,26.14,27.084,29.445,28.052,27.547,25.352,30.535,25.459,25.348,30.906,26.459,25.83,26.631,25.911,27.799,26.755,30.276,30.355,26.699,25.941,26.9,29.011,30.535,26.614,30.258,28.365,25.669,27.829,28.479,29,29.861,25.068,27.046,27.768,25.513,27.766,29.361,27.911,17.9,15.895,16.842,19.317,17.177,17.045,16.581,18.649,17.631,18.93,16.35,15.995,17.695,16.512,17.046,18.085,16.407,18.446,19.03,16.547,16.329,15.09,16.35,17.076,18.703,16.297,16.402,17.358,16.128,17.263,18.594,16.743,16.527,17.424,16.709,17.848,15.409,17.396,4.211,2.289,1.683,3.601,5.308,2.759,3.705,4.628,4.086,2.88,4.418,1.611,4.222,3.876,3.926,3.363,2.449,2.12,3.606,7.183,3.345,3.592,3.715,3.855,4.128,3.923,3.209,4.432,5.029,0,3.311,3.818,22.234,23.046,20.474,20.24,17.253,22.376,20.134,20.317,21.961,22.695,20.82,17.337,18.159,21.998,21.539,18.849,23.299,20.725,16.651,16.385,18.893,18.317,22.507,21.02,18.354,18.154,20.638,19.928,19.433,22.128,24.87,18.503,24.76,19.661,19.013,25.766,18.617,26.755,26.585,26.962,26.081,18.614,20.187,26.081,19.217,25.515,25.515,26.118,23.921,26.475,24.535,23.887,18.945,24.583,24.985,20.072,18.827,25.649,26.225,27.718,24.215,24.361,25.267,24.511,23.932,26.996,28.316,31.403,30.066,26.47,23.882,24.567,26.312,24.47,23.368,23.914,23.36,28.055,25.208,25.158,26.196,24.86,31.362,25.435,26.014,29.458,29.209,28.827,28.31,34.224,36.11,36.739,27.068,29.372,37.35,28.192,34.339,31.064,34.888,28.213,33.592,33.676,27.847,28.894,27.964,35.283,32.239,29.197,30.577,31.265,36.525,31.085,35.364,28.384,24.81,25.697,28.235,24.966,25.899,23.414,27.119,26.69,26.382,24.31,25.184,27.687,24.273,26.715,27.493,27.478,26.114,27.096,25.742
166,16.842,12.181,15.006,11.108,10.619,12.942,15.266,11.468,14.583,15.435,15.617,14.424,16.639,15.836,15.052,16.456,13.557,13.254,12.454,16.137,12.675,15.293,16.173,12.715,10.894,13.957,15.149,14.215,12.655,12.083,13.354,21.919,10.173,11.947,12.971,14.492,11.624,10.198,10.576,12.107,14.659,10.219,15.87,14.374,16.501,15.597,15.301,11.126,14.313,16.437,15.565,12.692,15.21,15.259,12.559,12.464,14.789,13.174,10.813,24.239,22.548,22.784,22.532,23.701,26.018,21.76,22.047,21.867,21.756,23.684,24.07,22.238,23.651,22.802,25.988,23.163,23.373,22.985,24.042,22.184,22.378,22.273,22.047,23.634,23.843,24.488,22.56,25.58,22.093,24.581,22.482,21.476,22.746,23.368,21.921,24.04,21.981,25.932,11.93,18.618,12.226,13.987,14.215,19.768,19.304,12.679,11.661,12.96,19.073,18.718,14.533,19.235,14.084,13.994,19.13,12.476,13.736,14.573,19.052,13.615,12.036,19.799,13.553,19.02,19.125,14.346,18.851,14.889,12.624,19.466,19.25,13.893,19.432,14.241,13.934,12.106,1.639,1.685,2.924,1.295,2.226,2.229,2.35,6.271,5.817,0.634,1.365,1.909,1.14,3.544,0.844,4.764,3.29,1.823,2.224,3.707,4.746,5.268,5.116,3.959,1.046,0.911,2.097,1.576,1.947,3.456,0,3.922,18.642,19.454,16.882,16.648,13.661,18.784,16.542,16.725,18.369,19.103,17.228,13.745,14.567,18.406,17.947,15.257,19.707,17.133,13.059,12.793,15.301,14.725,18.915,17.428,14.762,14.562,17.046,16.336,15.841,18.536,20.343,21.226,27.483,22.384,21.736,20.974,21.34,21.963,21.793,22.17,21.289,21.337,22.91,21.289,21.94,20.071,20.071,21.326,26.644,21.683,27.258,26.61,21.668,27.306,20.193,22.795,21.55,20.857,28.948,30.441,26.938,27.084,27.99,27.234,26.655,31.086,31.039,33.106,32.971,29.193,26.605,27.29,29.035,27.193,26.091,26.637,26.083,30.778,27.931,27.881,28.919,27.583,33.065,28.158,28.737,32.363,25.206,28.686,24.754,27.579,29.918,39.332,30.419,28.142,30.453,24.636,28.147,26.607,28.696,31.168,25.332,27.13,30.745,25.302,24.408,29.091,26.51,25.605,27.195,27.02,35.724,26.303,29.172,25.819,27.533,24.854,23.53,27.689,24.531,18.717,17.584,18.081,17.9,27.033,27.907,18.282,26.996,18.083,18.844,17.028,25.1,22.304,28.465
167,16.199,10.714,11.338,10.966,10.337,9.274,14.623,11.186,13.94,11.767,11.949,10.756,13.255,15.193,12,15.813,11.967,9.586,8.786,15.494,12.046,11.625,15.53,9.047,10.612,10.289,14.506,10.547,8.987,10.92,13.947,15.202,9.891,10.881,9.303,10.824,11.6,9.916,10.294,11.142,10.991,9.937,12.202,10.772,15.858,14.954,14.658,11.04,10.645,15.794,14.922,12.063,14.567,14.616,8.891,11.835,11.121,14.014,10.531,20.331,17.999,19.116,17.894,21.194,19.579,18.435,22.567,24.891,24.78,22.938,20.526,18.073,20.99,19.134,19.831,18.492,22.308,22.387,20.469,18.516,18.71,18.631,22.567,20.973,22.29,20.397,18.892,19.861,25.117,21.032,17.698,24.5,19.078,21.139,24.945,21.137,18.387,19.943,8.262,17.398,8.558,10.319,10.547,18.548,18.084,9.011,7.993,9.292,11.489,17.498,10.865,18.015,10.416,10.326,11.86,8.808,10.068,10.905,11.648,9.947,8.368,18.579,9.885,17.8,10.797,10.678,17.631,11.221,8.956,18.246,11.509,10.225,18.212,10.573,10.266,8.438,4.663,3.463,5.468,2.586,5.25,1.651,5.374,8.493,2.23,3.114,4.389,3.687,4.164,0.992,3.868,2.887,2.33,3.601,1.673,6.731,3.748,6.716,2.538,0.089,4.07,3.935,1.718,4.6,4.971,3.993,3.51,0,21.666,22.478,19.906,19.672,16.685,21.808,19.566,19.749,21.393,22.127,20.252,16.769,17.591,21.43,20.971,18.281,22.731,20.157,16.083,15.817,18.325,17.749,21.939,20.452,17.786,17.586,20.07,19.36,18.865,21.56,16.675,20.006,16.917,21.164,20.516,17.306,20.12,18.295,18.125,18.502,17.621,20.117,21.69,17.621,20.72,16.403,16.403,17.658,17.804,18.015,16.658,17.656,20.448,17.594,16.525,17.656,20.33,17.189,19.491,29.221,25.718,18.733,19.273,18.645,25.435,20.262,29.819,24.241,22.904,27.973,17.006,18.701,27.815,25.973,24.871,18.603,24.863,29.558,26.711,19.071,19.462,18.773,24.2,19.348,19.28,22.296,21.241,22.406,21.086,26.923,28.809,29.438,21.048,21.404,30.049,20.968,27.038,25.156,27.587,21.797,28.356,26.375,21.664,28.326,20.74,27.982,24.938,28.629,22.609,25.569,29.224,25.56,28.063,20.416,17.821,18.708,17.84,17.977,18.91,14.59,16.941,14.814,14.633,17.321,18.195,14.686,17.284,14.997,19.033,16.385,15.356,18.636,18.753
168,8.176,16.441,9.59,15.698,16.173,10.406,5.847,14.789,6.687,8.653,9.256,8.934,8.587,8.56,8.463,8.196,8.321,9.232,10.54,8.085,14.698,8.516,5.834,10.85,16.268,9.515,6.41,9.901,10.828,16.343,8.675,5.242,16.577,16.207,10.28,10.462,14.679,16.565,16.926,16.367,16.845,16.533,8.96,8.347,8.101,6.656,5.786,15.772,9.685,7.922,5.93,8.603,5.943,6.066,10.025,8.375,9.034,8.973,16.938,6.878,5.187,9.017,5.171,6.34,8.657,4.399,4.686,4.192,4.395,6.662,6.709,4.877,6.29,8.01,8.627,5.802,6.351,5.624,6.681,8.649,9.32,4.912,4.686,6.273,6.821,7.127,8.112,8.219,4.732,7.22,5.121,4.115,9.114,6.007,4.293,6.679,4.62,8.571,12.278,16.661,21.15,11.109,14.009,16.592,20.143,12.47,12.038,11.764,24.085,21.154,14.327,20.074,13.878,12.126,14.397,11.204,11.466,14.527,14.692,22.543,20.96,20.638,13.347,21.02,14.259,23.274,19.69,14.09,12.618,16.29,14.16,13.687,16.255,12.161,22.862,12.483,19.44,21.012,21.663,19.885,17.16,21.235,19.061,22.196,22.641,19.64,18.723,21.373,19.682,21.191,19.386,23.298,24.546,21.347,20.845,19.347,25.442,24.981,22.949,21.274,19.588,18.594,20.718,18.5,18.004,22.875,19.442,21.237,0,8.659,4.466,2.306,4.976,0.142,3.075,3.258,1.995,0.656,6.433,4.5,3.972,0.233,1.115,4.58,8.912,6.338,6.481,5.398,4.624,3.68,0.409,1.953,3.859,4.04,3.354,3.282,2.909,7.741,10.145,16.108,11.337,13.057,12.545,10.822,12.856,10.303,10.133,9.754,11.137,13.344,12.375,11.137,13.322,10.421,10.421,10.153,11.32,10.365,11.078,11.388,12.998,9.461,10.945,12.076,13.941,10.184,11.178,20.545,17.163,10.96,12.361,10.872,16.88,11.972,21.143,22.311,13.613,17.999,10.868,10.928,16.948,17.418,16.316,10.83,13.434,20.882,18.035,11.298,11.172,11,22.27,12.235,10.99,13.005,7.845,8.628,11.172,11.518,13.404,14.033,9.77,8.008,19.658,10.514,11.633,7.761,12.182,8.821,8.334,16.335,10.122,8.54,10.826,12.577,8.085,7.981,7.333,7.962,27.378,7.507,12.658,8.458,8.132,7.493,6.169,7.93,7.17,10.665,8.01,8.102,8.034,8.388,7.705,8.827,9.548,8.41,9.031,7.986,7.739,9.289,7.607
169,15.362,16.694,19.556,15.951,16.426,21.068,13.033,15.042,13.873,18.619,17.722,18.338,15.773,15.746,18.429,15.382,16.934,18.765,20.558,15.271,14.951,18.482,13.02,20.841,16.521,19.033,13.596,15.802,20.386,16.596,15.861,12.428,16.83,16.46,18.624,16.971,14.932,16.818,17.179,16.62,17.098,16.786,17.419,17.751,15.287,13.842,12.972,16.025,16.006,15.108,13.116,16.083,13.129,13.252,20.493,15.855,19,15.58,17.191,15.122,13.057,16.671,13.041,14.824,15.875,12.269,12.556,12.376,12.265,12.009,14.579,12.747,14.16,17.633,14.349,13.672,11.26,12.92,14.551,16.955,16.487,12.782,12.556,14.143,11.783,14.382,17.431,13.941,12.602,12.942,12.991,11.985,16.633,14.25,12.43,14.922,12.49,16.073,21.107,24.665,21.403,23.164,23.392,24.596,27.115,21.856,20.838,22.137,26.937,28.126,23.71,27.046,23.261,23.171,23.78,20.63,22.913,23.754,26.916,22.796,21.213,27.61,22.73,27.992,23.642,23.527,26.662,23.079,21.801,24.294,23.543,23.07,24.259,23.418,23.115,21.283,19.693,21.265,21.916,20.138,17.413,21.488,19.314,22.449,22.894,19.893,18.976,21.626,19.935,21.444,19.639,23.551,24.799,21.6,21.098,19.6,25.695,25.234,23.202,21.527,19.841,18.847,20.971,18.753,18.257,23.128,19.695,21.49,9.151,0,4.43,7.157,8.687,9.293,7.051,7.234,8.878,9.612,2.879,7.506,7.609,8.915,8.456,8.217,2.179,3.076,8.128,7.045,8.261,7.267,9.424,7.937,7.496,7.704,7.555,6.845,6.35,1.873,20.708,24.112,19.544,21.979,21.467,20.55,21.778,21.539,21.369,21.746,20.865,22.266,21.297,20.865,22.244,20.299,20.299,20.902,20.242,21.259,19.319,20.073,21.92,19.249,19.769,20.283,21.698,20.433,15.377,27.517,24.135,18.359,17.213,18.271,23.852,15.189,28.115,17.209,17.074,24.971,19.02,18.327,23.92,24.39,23.288,18.229,20.406,27.854,25.007,17.228,14.98,18.399,17.168,17.087,15.223,16.466,12.755,12.789,16.23,11.682,14.021,14.65,14.522,12.245,14.556,16.112,12.25,10.71,12.799,15.271,9.435,11.233,14.848,9.405,15.884,13.194,10.613,9.708,11.298,11.123,16.473,10.406,13.275,15.682,18.359,15.363,14.039,18.652,15.04,17.851,15.001,15.972,15.904,17.857,15.575,16.697,18.939,15.323,16.901,15.085,15.609,21.88,15.477
